order_item_id,order_id,order_date,customer_id,product_id,quantity,unit_price,channel
140,637,2026-06-01,3.0,9.0,6,412.76,mobile
141,1350,2026-06-01,5.0,45.0,10,459.32,store
142,1256,2026-06-01,3.0,35.0,6,537.84,store
143,1159,2026-06-01,25.0,39.0,8,518.15,web
144,889,2026-06-01,40.0,39.0,4,433.13,web
145,655,2026-06-01,46.0,47.0,3,357.87,mobile
146,989,2026-06-01,23.0,13.0,1,469.41,mobile
147,807,2026-06-01,57.0,19.0,6,564.05,store
148,1304,2026-06-01,29.0,50.0,1,355.03,mobile
149,1335,2026-06-01,69.0,5.0,9,472.82,web
150,1611,2026-06-01,51.0,50.0,4,312.41,mobile
151,1242,2026-06-01,95.0,2.0,7,322.77,mobile
152,287,2026-06-01,44.0,25.0,1,505.93,web
153,1408,2026-06-01,41.0,16.0,7,10.06,store
154,356,2026-06-01,25.0,44.0,5,414.45,mobile
155,1042,2026-06-01,31.0,22.0,7,61.05,mobile
156,1487,2026-06-01,11.0,39.0,2,510.12,mobile
157,1170,2026-06-01,100.0,43.0,3,-57.4,mobile
158,1626,2026-06-01,28.0,22.0,8,52.99,web
159,1031,2026-06-01,27.0,50.0,7,324.67,store
160,882,2026-06-01,20.0,15.0,5,92.63,mobile
161,1122,2026-06-01,51.0,9.0,10,457.08,mobile
162,407,2026-06-01,83.0,19.0,10,560.31,store
163,401,2026-06-01,100.0,26.0,6,41.31,mobile
164,310,2026-06-01,92.0,31.0,3,22.87,store
165,1490,2026-06-01,74.0,47.0,4,444.91,web
166,266,2026-06-01,58.0,8.0,8,147.33,store
167,959,2026-06-01,40.0,39.0,2,552.74,store
168,755,2026-06-01,37.0,34.0,2,342.98,mobile
169,1246,2026-06-01,20.0,28.0,9,541.9,store
170,480,2026-06-01,39.0,42.0,4,331.31,mobile
171,4,2026-06-01,59.0,5.0,10,446.79,store
172,294,2026-06-01,93.0,19.0,5,518.01,mobile
173,612,2026-06-01,5.0,24.0,6,488.6,mobile
174,960,2026-06-01,25.0,33.0,2,360.41,mobile
175,1495,2026-06-01,58.0,33.0,6,424.28,store
176,725,2026-06-01,14.0,41.0,5,393.49,web
177,391,2026-06-01,5.0,2.0,4,346.63,store
178,796,2026-06-01,84.0,45.0,2,478.9,store
179,1131,2026-06-01,16.0,50.0,1,393.37,web
180,184,2026-06-01,79.0,23.0,8,411.0,web
181,315,2026-06-01,16.0,17.0,6,458.57,mobile
182,698,2026-06-01,3.0,30.0,1,403.4,store
183,681,2026-06-01,78.0,25.0,10,452.09,mobile
184,983,2026-06-01,57.0,29.0,6,783.16,mobile
185,548,2026-06-01,40.0,38.0,-1,326.09,store
186,895,2026-06-01,95.0,6.0,2,407.1,store
187,369,2026-06-01,38.0,47.0,10,350.14,store
188,41,2026-06-01,84.0,20.0,9,406.1,mobile
189,71,2026-06-01,65.0,3.0,8,273.94,store
190,1498,2026-06-01,34.0,21.0,10,165.41,web
191,1496,2026-06-01,41.0,33.0,5,458.5,store
192,386,2026-06-01,30.0,16.0,2,11.15,mobile
193,567,2026-06-01,37.0,39.0,2,528.63,store
194,120,2026-06-01,22.0,14.0,7,40.57,web
195,570,2026-06-01,60.0,47.0,9,419.19,mobile
196,1443,2026-06-01,44.0,45.0,10,468.27,mobile
197,826,2026-06-01,23.0,28.0,4,530.82,web
198,728,2026-06-01,100.0,23.0,8,359.7,store
199,436,2026-06-01,51.0,24.0,7,524.05,mobile
200,138,2026-06-01,5.0,29.0,1,668.39,store
201,420,2026-06-01,70.0,9.0,7,504.32,web
202,563,2026-06-01,28.0,39.0,7,507.31,web
203,875,2026-06-01,71.0,29.0,-10,773.94,web
204,1014,2026-06-01,33.0,5.0,1,445.0,mobile
205,1650,2026-06-01,24.0,34.0,9,296.24,store
206,200,2026-06-01,19.0,17.0,8,473.54,store
207,6,2026-06-01,10.0,42.0,10,317.02,store
208,1406,2026-06-01,95.0,17.0,1,441.55,store
209,1569,2026-06-01,68.0,46.0,6,129.42,web
210,898,2026-06-01,,37.0,3,538.1,web
211,1410,2026-06-01,57.0,25.0,7,497.98,store
212,1131,2026-06-01,84.0,1.0,3,98.6,store
213,1311,2026-06-01,55.0,31.0,9,28.18,mobile
214,238,2026-06-01,56.0,3.0,2,257.85,mobile
215,12,2026-06-01,61.0,8.0,5,161.73,mobile
216,1600,2026-06-01,55.0,35.0,7,508.25,web
217,577,2026-06-01,68.0,,6,25.9,web
218,807,2026-06-01,91.0,46.0,10,127.46,web
219,129,2026-06-01,51.0,39.0,7,551.0,mobile
220,1244,2026-06-01,82.0,40.0,6,106.5,store
221,1358,2026-06-01,36.0,47.0,2,368.13,store
222,1329,2026-06-01,87.0,27.0,10,487.67,store
223,1036,2026-06-01,77.0,31.0,8,27.8,web
224,1423,2026-06-01,82.0,2.0,6,324.3,mobile
225,167,2026-06-01,100.0,50.0,7,401.08,mobile
226,357,2026-06-01,92.0,5.0,9,515.69,web
227,271,2026-06-01,92.0,33.0,2,366.36,store
228,298,2026-06-01,66.0,27.0,4,494.41,store
229,832,2026-06-01,86.0,29.0,10,777.02,store
230,105,2026-06-01,16.0,37.0,5,566.91,mobile
231,1073,2026-06-01,10.0,50.0,8,323.39,web
232,517,2026-06-01,43.0,35.0,5,475.72,web
233,971,2026-06-01,87.0,45.0,1,408.58,mobile
234,697,2026-06-01,89.0,36.0,2,67.48,web
235,84,2026-06-01,14.0,19.0,4,555.24,web
236,1396,2026-06-01,67.0,37.0,8,542.75,mobile
237,1181,2026-06-01,78.0,47.0,3,382.05,mobile
238,164,2026-06-01,46.0,40.0,8,101.87,store
239,108,2026-06-01,52.0,36.0,7,57.67,store
240,1368,2026-06-01,38.0,10.0,7,477.55,mobile
241,909,2026-06-01,73.0,32.0,1,185.3,web
242,404,2026-06-01,37.0,16.0,10,12.6,mobile
243,946,2026-06-01,39.0,48.0,3,508.98,mobile
244,304,2026-06-01,97.0,26.0,5,34.51,mobile
245,851,2026-06-01,38.0,1.0,9,86.55,web
246,283,2026-06-01,76.0,6.0,4,405.35,mobile
247,596,2026-06-01,67.0,49.0,10,55.66,mobile
248,483,2026-06-01,29.0,23.0,10,366.17,web
249,310,2026-06-01,79.0,34.0,7,290.06,store
250,767,2026-06-01,62.0,32.0,5,187.55,store
251,291,2026-06-01,68.0,14.0,9,46.1,store
252,1539,2026-06-01,13.0,49.0,5,44.61,store
253,1230,2026-06-01,67.0,45.0,6,432.08,mobile
254,152,2026-06-01,,6.0,10,455.52,store
255,369,2026-06-01,48.0,4.0,4,694.65,mobile
256,116,2026-06-01,25.0,5.0,3,452.62,mobile
257,490,2026-06-01,32.0,11.0,7,258.11,mobile
258,825,2026-06-01,59.0,16.0,5,11.35,mobile
259,1539,2026-06-01,97.0,15.0,6,106.73,mobile
260,36,2026-06-01,66.0,41.0,4,373.0,web
261,1414,2026-06-01,99.0,16.0,6,12.53,store
262,1665,2026-06-01,26.0,27.0,4,500.35,store
263,622,2026-06-01,59.0,21.0,4,138.82,web
264,321,2026-06-01,86.0,24.0,6,577.72,mobile
265,729,2026-06-01,44.0,25.0,1,474.32,store
266,247,2026-06-01,79.0,29.0,8,683.18,mobile
267,856,2026-06-01,21.0,46.0,5,138.61,web
268,1008,2026-06-01,19.0,30.0,2,409.53,mobile
269,766,2026-06-01,73.0,25.0,2,459.96,mobile
270,1000,2026-06-01,75.0,47.0,4,371.1,mobile
271,1602,2026-06-01,44.0,40.0,6,99.04,store
272,507,2026-06-01,77.0,27.0,10,616.05,web
273,1456,2026-06-01,22.0,38.0,7,277.72,mobile
274,1091,2026-06-01,88.0,7.0,5,70.22,web
275,1102,2026-06-01,11.0,23.0,6,367.23,mobile
276,1318,2026-06-01,47.0,45.0,9,445.15,web
277,403,2026-06-01,87.0,8.0,6,181.83,web
278,1153,2026-06-01,87.0,12.0,6,458.78,mobile
279,132,2026-06-01,16.0,43.0,6,363.51,mobile
280,801,2026-06-01,37.0,28.0,5,501.78,store
281,763,2026-06-01,38.0,36.0,6,62.63,store
282,417,2026-06-01,65.0,10.0,4,484.95,mobile
283,789,2026-06-01,95.0,16.0,2,11.79,web
284,475,2026-06-01,95.0,,9,389.34,store
285,178,2026-06-01,66.0,35.0,1,486.7,mobile
286,110,2026-06-01,44.0,47.0,9,360.38,mobile
287,265,2026-06-01,20.0,24.0,3,487.9,store
288,1553,2026-06-01,94.0,1.0,9,89.67,store
289,1304,2026-06-01,31.0,43.0,5,410.93,web
290,138,2026-06-01,75.0,25.0,8,535.91,store
291,1321,2026-06-01,34.0,13.0,10,410.61,mobile
292,857,2026-06-01,6.0,41.0,8,446.13,store
293,646,2026-06-01,62.0,48.0,1,437.45,mobile
294,1526,2026-06-01,95.0,37.0,1,479.91,store
295,193,2026-06-01,39.0,25.0,9,547.37,web
296,272,2026-06-01,83.0,42.0,6,388.36,web
297,656,2026-06-01,13.0,30.0,7,335.07,web
298,1501,2026-06-01,58.0,6.0,1,435.66,mobile
299,1496,2026-06-01,82.0,37.0,1,514.92,mobile
300,1309,2026-06-01,68.0,11.0,1,247.27,web
301,1265,2026-06-01,59.0,37.0,2,484.26,store
302,753,2026-06-01,4.0,25.0,2,490.56,web
303,1179,2026-06-01,83.0,50.0,8,384.09,store
304,224,2026-06-01,53.0,11.0,2,274.67,web
305,1597,2026-06-01,59.0,45.0,7,419.94,web
306,1489,2026-06-01,49.0,15.0,3,100.74,store
307,1341,2026-06-01,15.0,40.0,2,118.07,mobile
308,123,2026-06-01,11.0,12.0,4,481.18,store
309,384,2026-06-01,37.0,33.0,5,390.65,web
310,1496,2026-06-01,26.0,15.0,4,88.04,web
311,1398,2026-06-01,87.0,37.0,9,558.54,mobile
312,461,2026-06-01,95.0,15.0,2,109.63,mobile
313,1406,2026-06-01,35.0,41.0,10,435.1,mobile
314,919,2026-06-01,45.0,25.0,8,536.16,store
315,133,2026-06-01,70.0,14.0,10,42.9,web
316,1125,2026-06-01,36.0,22.0,3,52.76,web
317,327,2026-06-01,75.0,47.0,8,361.04,web
318,395,2026-06-01,10.0,9.0,6,0.0,mobile
319,110,2026-06-01,7.0,15.0,9,89.35,store
320,851,2026-06-01,84.0,41.0,5,365.84,store
321,1189,2026-06-01,70.0,48.0,2,431.91,mobile
322,704,2026-06-01,95.0,24.0,6,528.81,store
323,127,2026-06-01,42.0,30.0,4,338.74,store
324,205,2026-06-01,27.0,16.0,9,11.03,mobile
325,1479,2026-06-01,22.0,25.0,10,479.3,store
326,800,2026-06-01,11.0,44.0,2,472.83,mobile
327,471,2026-06-01,69.0,9.0,6,0.0,web
328,133,2026-06-01,57.0,49.0,10,46.12,web
329,174,2026-06-01,25.0,7.0,3,63.79,mobile
330,1653,2026-06-01,42.0,24.0,8,497.97,web
331,158,2026-06-01,81.0,16.0,6,12.46,store
332,420,2026-06-01,87.0,22.0,8,67.05,mobile
333,1553,2026-06-01,14.0,14.0,3,42.77,web
334,636,2026-06-01,86.0,5.0,3,449.41,mobile
335,61,2026-06-01,47.0,33.0,4,440.18,mobile
336,95,2026-06-01,63.0,5.0,3,436.53,mobile
337,261,2026-06-01,83.0,2.0,6,329.9,store
338,553,2026-06-01,68.0,15.0,9,112.12,web
339,1321,2026-06-01,6.0,39.0,1,427.14,web
340,998,2026-06-01,81.0,19.0,5,555.11,store
341,1585,2026-06-01,52.0,6.0,3,395.38,mobile
342,38,2026-06-01,58.0,6.0,10,438.75,web
343,963,2026-06-01,100.0,46.0,10,136.71,mobile
344,597,2026-06-01,52.0,42.0,3,323.42,store
345,45,2026-06-01,47.0,9.0,5,466.49,web
346,1546,2026-06-01,41.0,45.0,7,401.79,store
347,914,2026-06-01,78.0,17.0,2,493.61,store
348,175,2026-06-01,91.0,22.0,9,66.75,web
349,1117,2026-06-01,68.0,12.0,10,464.55,store
350,545,2026-06-01,10.0,11.0,5,278.64,web
351,1336,2026-06-01,66.0,29.0,9,758.54,web
352,618,2026-06-01,90.0,35.0,5,562.5,mobile
353,517,2026-06-01,17.0,3.0,4,257.82,web
354,38,2026-06-01,89.0,3.0,5,269.56,mobile
355,1524,2026-06-01,6.0,50.0,1,311.24,web
356,109,2026-06-01,75.0,21.0,3,159.36,store
357,670,2026-06-01,20.0,19.0,8,434.72,store
358,362,2026-06-01,6.0,29.0,10,672.55,web
359,1603,2026-06-01,59.0,7.0,10,77.74,web
360,1572,2026-06-01,70.0,1.0,5,104.67,mobile
361,632,2026-06-01,63.0,22.0,10,62.24,web
362,920,2026-06-01,26.0,8.0,9,159.32,store
363,226,2026-06-01,48.0,36.0,1,62.14,store
364,561,2026-06-01,36.0,5.0,4,460.29,store
365,1561,2026-06-01,87.0,32.0,10,225.77,mobile
366,994,2026-06-01,58.0,7.0,5,0.0,web
367,958,2026-06-01,54.0,48.0,-2,478.85,mobile
368,502,2026-06-01,58.0,18.0,3,11.51,web
369,409,2026-06-01,75.0,10.0,2,520.54,mobile
370,63,2026-06-01,69.0,46.0,6,125.63,store
371,1326,2026-06-01,68.0,8.0,5,154.68,web
372,97,2026-06-01,64.0,47.0,8,384.42,mobile
373,862,2026-06-01,80.0,44.0,10,471.92,web
374,1179,2026-06-01,19.0,40.0,7,125.31,web
375,712,2026-06-01,91.0,5.0,9,490.29,web
376,1488,2026-06-01,76.0,22.0,8,63.36,web
377,1579,2026-06-01,39.0,28.0,6,492.93,web
378,1649,2026-06-01,98.0,16.0,6,10.67,store
379,1499,2026-06-01,86.0,20.0,7,411.87,mobile
380,1242,2026-06-01,3.0,47.0,6,378.91,store
381,31,2026-06-01,66.0,11.0,4,284.98,web
382,1316,2026-06-01,11.0,1.0,2,93.91,store
383,53,2026-06-01,10.0,32.0,1,191.51,web
384,250,2026-06-01,84.0,29.0,2,665.96,mobile
385,674,2026-06-01,31.0,49.0,1,45.35,mobile
386,1515,2026-06-01,73.0,34.0,2,274.48,web
387,1111,2026-06-01,35.0,11.0,10,238.04,store
388,74,2026-06-01,58.0,22.0,10,58.44,mobile
389,599,2026-06-01,43.0,26.0,6,39.64,mobile
390,760,2026-06-01,87.0,12.0,8,453.47,web
391,927,2026-06-01,35.0,30.0,3,360.23,web
392,1244,2026-06-01,31.0,33.0,4,392.66,web
393,1465,2026-06-01,78.0,2.0,3,333.58,web
394,1311,2026-06-01,38.0,15.0,10,100.83,web
395,1237,2026-06-01,66.0,4.0,5,551.33,web
396,88,2026-06-01,29.0,44.0,2,499.5,mobile
397,778,2026-06-01,29.0,3.0,3,247.37,web
398,856,2026-06-01,61.0,43.0,9,463.19,store
399,1042,2026-06-01,83.0,18.0,9,12.44,mobile
400,1109,2026-06-01,31.0,9.0,3,484.5,store
401,1054,2026-06-01,81.0,41.0,4,388.34,web
402,777,2026-06-01,91.0,44.0,7,454.59,store
403,1225,2026-06-01,72.0,20.0,8,430.03,mobile
404,411,2026-06-01,57.0,2.0,5,353.21,store
405,439,2026-06-01,19.0,36.0,8,54.05,mobile
406,1461,2026-06-01,86.0,28.0,1,0.0,mobile
407,511,2026-06-01,45.0,21.0,9,162.44,store
408,623,2026-06-01,50.0,15.0,5,102.55,store
409,360,2026-06-01,4.0,41.0,5,383.11,mobile
410,1424,2026-06-01,83.0,29.0,6,630.27,store
411,419,2026-06-01,52.0,9.0,6,457.69,store
412,1570,2026-06-01,11.0,16.0,7,10.76,web
413,1406,2026-06-01,39.0,33.0,6,411.13,mobile
414,455,2026-06-01,16.0,1.0,6,106.46,web
415,1562,2026-06-01,82.0,44.0,10,475.98,mobile
416,912,2026-06-01,2.0,8.0,6,151.98,mobile
417,580,2026-06-01,35.0,12.0,7,481.49,store
418,923,2026-06-01,86.0,27.0,10,553.84,mobile
419,918,2026-06-01,15.0,10.0,1,535.86,web
420,569,2026-06-01,63.0,28.0,8,504.43,web
421,1270,2026-06-01,20.0,23.0,6,387.95,web
422,1404,2026-06-01,19.0,20.0,5,475.16,web
423,675,2026-06-01,88.0,16.0,4,12.17,web
424,79,2026-06-01,47.0,13.0,7,462.45,mobile
425,551,2026-06-01,58.0,38.0,3,254.11,store
426,1113,2026-06-01,13.0,6.0,1,450.78,mobile
427,665,2026-06-01,97.0,2.0,10,344.64,mobile
428,739,2026-06-01,49.0,48.0,1,472.19,store
429,847,2026-06-01,45.0,40.0,3,118.59,web
430,754,2026-06-01,94.0,8.0,1,159.58,mobile
431,1168,2026-06-01,46.0,40.0,10,120.22,mobile
432,713,2026-06-01,88.0,39.0,8,447.65,store
433,1004,2026-06-01,20.0,26.0,6,34.17,web
434,1212,2026-06-01,34.0,35.0,3,583.39,mobile
435,443,2026-06-01,49.0,31.0,2,27.71,web
436,190,2026-06-01,92.0,4.0,7,647.77,store
437,1032,2026-06-01,65.0,17.0,4,514.73,mobile
438,1185,2026-06-01,44.0,16.0,8,10.04,store
439,1625,2026-06-01,72.0,44.0,7,450.3,web
440,1614,2026-06-01,11.0,37.0,10,495.46,mobile
441,840,2026-06-01,7.0,10.0,5,504.98,store
442,20,2026-06-01,58.0,40.0,7,127.21,store
443,1278,2026-06-01,70.0,17.0,10,468.59,mobile
444,1016,2026-06-01,19.0,3.0,8,237.38,web
445,391,2026-06-01,88.0,33.0,3,369.62,web
446,1352,2026-06-01,20.0,42.0,4,328.56,store
447,1468,2026-06-01,91.0,34.0,5,312.76,store
448,524,2026-06-01,72.0,27.0,4,494.43,mobile
449,1587,2026-06-01,26.0,11.0,2,260.87,store
450,1317,2026-06-01,2.0,19.0,1,525.12,mobile
451,1506,2026-06-01,24.0,40.0,3,120.42,store
452,870,2026-06-01,35.0,9.0,1,424.34,mobile
453,887,2026-06-01,55.0,15.0,10,102.67,web
454,1142,2026-06-01,67.0,8.0,5,174.82,mobile
455,1589,2026-06-01,15.0,12.0,8,518.31,mobile
456,51,2026-06-01,48.0,8.0,4,175.76,mobile
457,1666,2026-06-01,94.0,47.0,8,374.94,web
458,963,2026-06-01,91.0,50.0,3,353.01,store
459,1663,2026-06-01,41.0,41.0,7,352.64,web
460,1171,2026-06-01,45.0,47.0,2,422.14,mobile
461,1005,2026-06-01,66.0,34.0,2,345.5,mobile
462,1242,2026-06-01,12.0,2.0,2,300.1,web
463,1214,2026-06-01,48.0,47.0,1,366.16,mobile
464,946,2026-06-01,67.0,34.0,2,300.99,web
465,813,2026-06-01,81.0,46.0,2,132.49,web
466,1011,2026-06-01,34.0,27.0,5,614.95,store
467,1226,2026-06-01,14.0,17.0,1,534.42,mobile
468,305,2026-06-01,89.0,16.0,8,12.71,store
469,982,2026-06-01,14.0,5.0,8,422.89,web
470,1212,2026-06-01,74.0,15.0,3,108.11,mobile
471,1078,2026-06-01,13.0,7.0,-7,66.9,mobile
472,285,2026-06-01,16.0,42.0,4,390.8,store
473,1330,2026-06-01,35.0,49.0,7,44.69,web
474,164,2026-06-01,43.0,26.0,3,33.15,mobile
475,71,2026-06-01,70.0,14.0,7,48.73,mobile
476,801,2026-06-01,67.0,4.0,7,583.03,mobile
477,103,2026-06-01,66.0,3.0,9,267.99,web
478,1595,2026-06-01,94.0,1.0,5,89.07,mobile
479,394,2026-06-01,62.0,44.0,3,407.37,store
480,1490,2026-06-01,100.0,41.0,4,384.91,mobile
481,304,2026-06-01,82.0,33.0,3,443.45,store
482,704,2026-06-01,44.0,22.0,5,62.36,store
483,268,2026-06-01,45.0,21.0,1,166.9,mobile
484,6,2026-06-01,14.0,48.0,4,410.58,web
485,1146,2026-06-01,23.0,4.0,4,659.26,store
486,582,2026-06-01,37.0,35.0,2,520.65,mobile
487,1586,2026-06-01,13.0,10.0,2,483.73,web
488,1111,2026-06-01,6.0,33.0,8,462.78,web
489,1104,2026-06-01,20.0,40.0,4,108.46,store
490,484,2026-06-01,20.0,33.0,4,463.44,web
491,219,2026-06-01,6.0,8.0,10,143.64,store
492,397,2026-06-01,83.0,2.0,7,316.32,store
493,135,2026-06-01,88.0,11.0,10,249.44,store
494,542,2026-06-01,18.0,17.0,4,542.95,web
495,399,2026-06-01,9.0,9.0,1,410.03,web
